7.5895 	ERROR 	Plugin `psychopy-cedrus` entry point requires module `psychopy_cedrus`, but it cannot be imported.
11.0629 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.0646 	INFO 	Loaded monitor calibration from ['2024_04_22 18:56']
11.4331 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f83b9504a00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f83b95049a0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f83b9504760>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f83aedf04f0>, multiSample=False, name='window1', numSamples=2, pos=[464.0, 258.0], screen=0, size=array([2048, 1536]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.4333 	EXP 	window1: mouseVisible = True
11.4333 	EXP 	window1: backgroundImage = ''
11.4333 	EXP 	window1: backgroundFit = 'none'
11.4336 	EXP 	window1: mouseVisible = True
11.4341 	EXP 	window1: mouseVisible = True
11.4387 	EXP 	window1: mouseVisible = True
11.4397 	EXP 	window1: mouseVisible = True
11.4565 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4578 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4614 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4633 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4640 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4654 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4679 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4712 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4784 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4832 	DEBUG 	Uploading Texture Font fontname to graphics card
11.4888 	DEBUG 	Upload of Texture Font fontname complete
11.4930 	EXP 	window1: mouseVisible = True
11.4932 	EXP 	window1: mouseVisible = True
11.4941 	EXP 	window1: mouseVisible = True
11.4949 	EXP 	window1: mouseVisible = True
11.5015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5035 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5055 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5058 	DEBUG 	Uploading Texture Font fontname to graphics card
11.5094 	DEBUG 	Upload of Texture Font fontname complete
11.5144 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.5145 	EXP 	window1: recordFrameIntervals = False
11.9430 	EXP 	window1: recordFrameIntervals = True
12.3027 	WARNING 	t of last frame was 42.83ms (=1/23)
12.7599 	WARNING 	t of last frame was 23.04ms (=1/43)
12.8484 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

12.8486 	EXP 	window1: mouseVisible = False
12.8491 	EXP 	window1: mouseVisible = True
12.8496 	EXP 	window1: mouseVisible = True
12.8505 	EXP 	window1: mouseVisible = True
12.8513 	EXP 	window1: mouseVisible = True
12.8593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8662 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8754 	DEBUG 	Uploading Texture Font fontname to graphics card
12.8797 	DEBUG 	Upload of Texture Font fontname complete
12.8844 	EXP 	window1: mouseVisible = True
12.8846 	EXP 	window1: mouseVisible = True
12.8854 	EXP 	window1: mouseVisible = True
12.8863 	EXP 	window1: mouseVisible = True
12.9123 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
16.5642 	INFO 	keyboard.Keyboard is using iohub backend.
16.5644 	EXP 	untitled: status = STARTED
16.5660 	EXP 	window1: mouseVisible = True
16.5664 	EXP 	window1: mouseVisible = True
16.5680 	EXP 	window1: mouseVisible = True
16.5688 	EXP 	window1: mouseVisible = True
16.5774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5783 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5799 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5832 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5836 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5870 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.5882 	DEBUG 	Uploading Texture Font fontname to graphics card
16.5933 	DEBUG 	Upload of Texture Font fontname complete
16.5975 	EXP 	window1: mouseVisible = True
16.5977 	EXP 	window1: mouseVisible = True
16.5985 	EXP 	window1: mouseVisible = True
16.5992 	EXP 	window1: mouseVisible = True
16.6042 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6070 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6073 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6076 	DEBUG 	Uploading Texture Font fontname to graphics card
16.6114 	DEBUG 	Upload of Texture Font fontname complete
16.6146 	INFO 	keyboard.Keyboard is using iohub backend.
16.6149 	EXP 	window1: mouseVisible = True
16.6286 	EXP 	Created targ_top_right = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1,  1]), fillColorSpace='rgb', fillRGB=array([-1, -1,  1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='targ_top_right', opacity=1.0, ori=0.0, pos=array([0.3, 0.3]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.6288 	EXP 	window1: mouseVisible = True
16.6346 	EXP 	Created targ_mid_right = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1,  1]), fillColorSpace='rgb', fillRGB=array([-1, -1,  1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='targ_mid_right', opacity=1.0, ori=0.0, pos=array([0.3, 0. ]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.6348 	EXP 	window1: mouseVisible = True
16.6396 	EXP 	Created targ_bot_right = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-7.0, draggable=False, fillColor=array([-1, -1,  1]), fillColorSpace='rgb', fillRGB=array([-1, -1,  1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='targ_bot_right', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.3]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.6397 	EXP 	window1: mouseVisible = True
16.6444 	EXP 	Created targ_bot_center = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1,  1]), fillColorSpace='rgb', fillRGB=array([-1, -1,  1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='targ_bot_center', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.6445 	EXP 	window1: mouseVisible = True
